,Vehicle Class,Coverage,Renew Offer Type,EmploymentStatus,Marital Status,Education,Number of Policies,Monthly Premium Auto,Total Claim Amount,Income,Customer Lifetime Value
5203,Luxury SUV,Basic,Offer1,Medical Leave,Married,Bachelor,3.0,194.0,931.2,29790.0,14503.02129
5204,Four-Door Car,Basic,Offer4,Employed,Single,High School or Below,2.0,69.0,331.2,50941.0,10551.1476
5205,Four-Door Car,Basic,Offer1,Medical Leave,Married,High School or Below,1.0,63.0,367.92773,26736.0,2429.280527
5206,Four-Door Car,Extended,Offer1,Employed,Married,College,3.0,91.0,209.465295,53058.0,6745.886896
5207,Sports Car,Basic,Offer1,Unemployed,Divorced,College,2.0,111.0,673.262794,0.0,26134.90739
5208,Four-Door Car,Basic,Offer4,Employed,Married,High School or Below,9.0,61.0,292.8,36305.0,4861.369008
5209,Two-Door Car,Basic,Offer1,Employed,Single,Bachelor,1.0,66.0,165.75305,26746.0,2545.220272
5210,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,5.0,66.0,316.8,41596.0,5232.454958
5213,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,1.0,69.0,103.935601,46135.0,2730.20294
5214,Two-Door Car,Basic,Offer1,Disabled,Married,Bachelor,6.0,62.0,49.364254,13933.0,4711.080198
5215,Two-Door Car,Extended,Offer2,Employed,Married,College,2.0,97.0,113.367765,36068.0,26843.12452
5217,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1.0,74.0,93.951709,71460.0,2839.298304
5218,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,2.0,62.0,419.921897,33588.0,19731.34147
5219,Four-Door Car,Basic,Offer3,Employed,Married,College,3.0,72.0,463.21435,29730.0,5728.581037
5220,SUV,Extended,Offer1,Employed,Divorced,College,1.0,137.0,741.300032,44743.0,5112.306584
5221,Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,3.0,63.0,302.4,21366.0,4920.492369
5222,Two-Door Car,Basic,Offer3,Employed,Married,Bachelor,6.0,73.0,234.234301,26608.0,5866.424273
5223,Four-Door Car,Basic,Offer1,Employed,Single,High School or Below,1.0,73.0,425.81795,28887.0,2753.312714
5224,Four-Door Car,Premium,Offer2,Employed,Married,Bachelor,3.0,116.0,556.8,23377.0,9263.179837
5225,Four-Door Car,Basic,Offer3,Unemployed,Married,High School or Below,2.0,61.0,301.402778,0.0,6950.532764
5227,Two-Door Car,Basic,Offer4,Unemployed,Married,Bachelor,3.0,69.0,331.2,0.0,4376.083958
5228,Sports Car,Premium,Offer1,Unemployed,Single,High School or Below,4.0,166.0,1195.2,0.0,11572.10339
5229,SUV,Basic,Offer1,Employed,Married,Bachelor,7.0,110.0,79.865605,61281.0,8737.837514
5230,SUV,Basic,Offer2,Employed,Married,Bachelor,1.0,105.0,504.0,24641.0,4196.429642
5231,Four-Door Car,Basic,Offer4,Employed,Married,College,3.0,62.0,297.6,51523.0,5007.672425
5232,SUV,Extended,Offer1,Unemployed,Married,College,6.0,124.0,595.2,0.0,8556.418397
5233,SUV,Basic,Offer1,Unemployed,Married,College,6.0,101.0,337.617149,0.0,7399.032079
5235,Sports Car,Premium,Offer1,Unemployed,Single,College,5.0,155.0,1116.0,0.0,10461.58298
5237,SUV,Premium,Offer2,Employed,Married,High School or Below,1.0,181.0,868.8,64371.0,7344.836277
5238,Four-Door Car,Basic,Offer1,Employed,Single,College,7.0,69.0,447.911255,27978.0,5239.890913
5239,Luxury Car,Basic,Offer2,Employed,Married,Bachelor,1.0,185.0,1332.0,67454.0,7417.406267
5240,Two-Door Car,Basic,Offer3,Unemployed,Single,College,3.0,73.0,350.4,0.0,5075.420953
5241,Two-Door Car,Basic,Offer1,Employed,Single,Doctor,2.0,73.0,236.614219,97785.0,14727.50526
5242,Two-Door Car,Basic,Offer2,Unemployed,Married,High School or Below,1.0,63.0,679.368378,0.0,2287.59692
5244,Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,1.0,66.0,314.044227,33201.0,2651.615963
5245,Sports Car,Basic,Offer2,Employed,Married,High School or Below,3.0,115.0,660.136987,42600.0,9233.19066
5246,SUV,Basic,Offer2,Employed,Divorced,High School or Below,6.0,104.0,433.608534,77512.0,8370.401649
5247,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,1.0,77.0,355.909266,77485.0,3109.007806
5248,Four-Door Car,Basic,Offer4,Employed,Married,College,1.0,68.0,357.642982,36843.0,2621.808611
5249,Four-Door Car,Basic,Offer3,Employed,Married,College,2.0,62.0,445.361629,27984.0,7275.921106
5250,Four-Door Car,Extended,Offer3,Unemployed,Single,Bachelor,4.0,91.0,436.8,0.0,5913.199024
5251,SUV,Basic,Offer1,Employed,Single,Bachelor,2.0,100.0,418.864555,91469.0,11797.99211
5252,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,2.0,69.0,328.65413,33651.0,24249.33685
5254,Four-Door Car,Premium,Offer1,Unemployed,Single,High School or Below,6.0,110.0,1193.036154,0.0,7573.345057
5255,Four-Door Car,Extended,Offer1,Unemployed,Single,Bachelor,2.0,77.0,554.4,0.0,7416.197322
5256,Four-Door Car,Basic,Offer4,Employed,Married,College,2.0,67.0,301.60252,40639.0,7981.444703
5257,Four-Door Car,Basic,Offer3,Unemployed,Single,Bachelor,2.0,72.0,345.6,0.0,19504.4739
5259,Two-Door Car,Basic,Offer3,Employed,Married,High School or Below,2.0,62.0,297.6,69674.0,7536.070851
5261,Four-Door Car,Extended,Offer3,Employed,Married,Bachelor,3.0,78.0,115.086827,68964.0,6274.123875
5262,Four-Door Car,Basic,Offer2,Unemployed,Single,High School or Below,1.0,66.0,475.2,0.0,2300.334605
5263,Two-Door Car,Extended,Offer1,Employed,Single,Bachelor,2.0,98.0,639.105556,34923.0,11264.36334
5264,SUV,Extended,Offer1,Medical Leave,Divorced,High School or Below,2.0,121.0,580.8,26376.0,35862.99324
5265,Four-Door Car,Basic,Offer2,Employed,Married,College,1.0,72.0,234.774747,92381.0,2926.886293
5266,Luxury Car,Basic,Offer2,Employed,Married,Bachelor,7.0,199.0,955.2,70140.0,16068.34838
5267,Four-Door Car,Premium,Offer1,Employed,Married,High School or Below,2.0,106.0,508.8,98478.0,12902.09322
5268,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,2.0,73.0,439.361029,73903.0,11718.41696
5269,Four-Door Car,Basic,Offer1,Unemployed,Single,College,2.0,74.0,580.886785,0.0,13864.38495
5270,SUV,Basic,Offer1,Retired,Divorced,College,3.0,115.0,656.775467,15630.0,7980.304624
5271,Four-Door Car,Extended,Offer4,Unemployed,Divorced,High School or Below,2.0,82.0,393.6,0.0,14862.76011
5272,SUV,Basic,Offer2,Employed,Divorced,College,2.0,102.0,694.078608,33345.0,12105.29422
5273,Sports Car,Extended,Offer2,Employed,Single,Master,6.0,124.0,595.2,25629.0,9624.524417
5274,SUV,Premium,Offer1,Medical Leave,Married,Bachelor,5.0,188.0,902.4,24378.0,13897.38856
5275,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,1.0,79.0,202.514015,93405.0,3193.817363
5277,Four-Door Car,Premium,Offer4,Retired,Married,College,1.0,105.0,504.0,19794.0,3794.964613
5278,Four-Door Car,Basic,Offer2,Unemployed,Single,College,1.0,72.0,518.4,0.0,2555.051532
5279,Sports Car,Extended,Offer1,Unemployed,Married,Doctor,2.0,122.0,585.6,0.0,13561.4335
5280,SUV,Extended,Offer1,Unemployed,Single,High School or Below,2.0,126.0,907.2,0.0,13450.95561
5281,Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,1.0,73.0,350.4,73847.0,2935.988346
5282,Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,1.0,98.0,470.4,84229.0,3934.712712
5283,SUV,Basic,Offer1,Employed,Married,High School or Below,2.0,112.0,523.688037,83392.0,13464.60289
5284,Four-Door Car,Basic,Offer3,Unemployed,Married,Bachelor,2.0,69.0,238.057939,0.0,7416.466665
5286,Four-Door Car,Extended,Offer3,Employed,Married,High School or Below,3.0,94.0,451.2,87615.0,7573.336505
5287,SUV,Basic,Offer1,Medical Leave,Married,College,2.0,117.0,696.9628,16645.0,39769.55524
5288,SUV,Basic,Offer3,Employed,Married,College,1.0,117.0,561.6,47829.0,4708.203284
5289,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,5.0,69.0,109.904496,91416.0,5575.751228
5291,SUV,Basic,Offer3,Employed,Married,College,9.0,104.0,96.431061,64367.0,8317.302513
5294,Four-Door Car,Extended,Offer1,Employed,Single,High School or Below,2.0,83.0,40.740297,43922.0,26016.525
5295,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,2.0,71.0,293.016168,66466.0,8581.637267
5296,Four-Door Car,Basic,Offer4,Employed,Married,High School or Below,2.0,69.0,70.031111,66825.0,24967.75842
5297,Two-Door Car,Basic,Offer2,Disabled,Married,College,1.0,61.0,49.014822,21564.0,2336.286633
5300,Four-Door Car,Basic,Offer1,Unemployed,Married,College,2.0,72.0,345.6,0.0,7928.829252
5301,Four-Door Car,Extended,Offer2,Unemployed,Single,Bachelor,6.0,85.0,612.0,0.0,6109.135438
5302,Four-Door Car,Basic,Offer1,Unemployed,Single,High School or Below,2.0,69.0,496.8,0.0,7556.507482
5304,Four-Door Car,Premium,Offer4,Employed,Married,Bachelor,1.0,102.0,631.402071,46928.0,4063.331688
5305,Four-Door Car,Basic,Offer2,Medical Leave,Divorced,Bachelor,8.0,64.0,307.2,28666.0,4770.73904
5306,SUV,Basic,Offer1,Employed,Single,Bachelor,2.0,117.0,561.6,43720.0,13448.80973
5307,Four-Door Car,Extended,Offer4,Employed,Married,Bachelor,5.0,81.0,467.24802,30689.0,6481.526576
5308,SUV,Basic,Offer1,Retired,Divorced,High School or Below,7.0,104.0,499.2,20538.0,7595.335237
5310,SUV,Extended,Offer1,Unemployed,Single,High School or Below,1.0,139.0,1000.8,0.0,4832.117309
5311,Four-Door Car,Extended,Offer1,Employed,Single,College,2.0,86.0,412.8,39930.0,9708.504642
5312,Four-Door Car,Premium,Offer2,Employed,Divorced,College,8.0,118.0,58.776508,96269.0,9555.169159
5313,Four-Door Car,Extended,Offer3,Employed,Divorced,High School or Below,2.0,82.0,256.813837,70699.0,19776.56654
5314,Two-Door Car,Extended,Offer2,Employed,Married,High School or Below,7.0,79.0,568.8,79880.0,6310.400194
5315,Sports Car,Basic,Offer2,Unemployed,Divorced,College,2.0,104.0,499.2,0.0,34039.05613
5316,Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,1.0,87.0,386.765125,39248.0,3450.328786
5317,SUV,Basic,Offer3,Unemployed,Divorced,High School or Below,2.0,107.0,513.6,0.0,29412.2893
5318,Four-Door Car,Basic,Offer4,Employed,Married,Doctor,6.0,67.0,321.6,59601.0,5368.887709
5319,Four-Door Car,Basic,Offer1,Employed,Single,Bachelor,5.0,66.0,37.960537,89781.0,5210.348372
5320,SUV,Premium,Offer2,Unemployed,Married,Bachelor,1.0,172.0,141.460349,0.0,6282.317743
5321,Sports Car,Basic,Offer1,Employed,Married,High School or Below,3.0,119.0,53.798708,80536.0,9618.310865
5322,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1.0,73.0,350.4,24350.0,2823.501795
5323,Four-Door Car,Basic,Offer1,Employed,Single,College,6.0,67.0,272.195232,89158.0,5349.996572
5324,Four-Door Car,Extended,Offer2,Unemployed,Single,College,1.0,97.0,1026.315988,0.0,3288.6575
5325,Two-Door Car,Basic,Offer2,Unemployed,Married,Bachelor,5.0,68.0,326.4,0.0,5079.830406
5327,Four-Door Car,Basic,Offer1,Employed,Single,Bachelor,1.0,67.0,67.632476,53703.0,2521.555686
5328,Four-Door Car,Basic,Offer3,Employed,Married,Bachelor,9.0,67.0,321.6,33832.0,5297.673655
5329,Sports Car,Basic,Offer2,Employed,Single,Bachelor,1.0,111.0,215.23091,31071.0,4305.793209
5330,SUV,Extended,Offer1,Employed,Married,College,1.0,139.0,236.739322,51489.0,5568.656492
5331,Four-Door Car,Extended,Offer2,Disabled,Single,College,1.0,96.0,460.8,26156.0,3527.398513
5332,Luxury Car,Basic,Offer1,Unemployed,Single,Bachelor,3.0,191.0,1375.2,0.0,12944.18562
5333,SUV,Extended,Offer3,Employed,Married,Bachelor,3.0,122.0,133.4674,30431.0,9640.532979
5334,Four-Door Car,Basic,Offer1,Employed,Married,College,7.0,67.0,414.106436,60752.0,5356.137712
5335,Luxury Car,Premium,Offer2,Employed,Married,College,4.0,285.0,2052.0,89384.0,22837.1392
5336,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,2.0,67.0,370.503286,54008.0,8004.214781
5337,Four-Door Car,Basic,Offer2,Medical Leave,Married,Doctor,3.0,62.0,175.528642,17250.0,4730.355248
5338,Four-Door Car,Extended,Offer2,Employed,Married,College,4.0,77.0,203.296071,49419.0,6207.171358
5339,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,1.0,92.0,441.6,75774.0,3732.305945
5340,Two-Door Car,Basic,Offer3,Employed,Married,High School or Below,1.0,65.0,312.0,25506.0,2537.929538
5341,Two-Door Car,Basic,Offer3,Employed,Married,High School or Below,1.0,62.0,406.902001,51085.0,2452.491364
5342,Four-Door Car,Basic,Offer4,Employed,Married,College,1.0,64.0,246.065764,43204.0,2523.654743
5343,Two-Door Car,Basic,Offer2,Unemployed,Single,College,1.0,73.0,350.4,0.0,2522.41457
5345,Four-Door Car,Extended,Offer3,Employed,Married,Bachelor,1.0,83.0,238.088581,43510.0,3337.59441
5346,Two-Door Car,Extended,Offer2,Employed,Single,College,5.0,79.0,286.938064,49539.0,6031.518652
5347,Four-Door Car,Basic,Offer3,Unemployed,Single,High School or Below,3.0,62.0,614.081483,0.0,4221.312544
5348,Four-Door Car,Basic,Offer3,Employed,Married,Bachelor,1.0,63.0,110.868874,69236.0,2487.777024
5349,Luxury Car,Basic,Offer2,Unemployed,Single,High School or Below,1.0,187.0,1588.682955,0.0,6503.143913
5350,Two-Door Car,Basic,Offer1,Employed,Single,College,1.0,62.0,297.6,58289.0,2255.312942
5351,SUV,Basic,Offer3,Employed,Married,Bachelor,3.0,101.0,282.458203,57938.0,8072.245595
5352,Four-Door Car,Basic,Offer2,Unemployed,Married,Doctor,2.0,68.0,326.4,0.0,12564.06775
5353,SUV,Extended,Offer1,Employed,Married,Master,6.0,131.0,232.711071,47761.0,10552.16999
5354,Four-Door Car,Basic,Offer1,Unemployed,Single,High School or Below,7.0,72.0,594.683752,0.0,5111.357987
5355,SUV,Basic,Offer1,Employed,Married,Bachelor,4.0,118.0,161.210468,74583.0,9521.676094
5357,Luxury SUV,Basic,Offer3,Unemployed,Single,College,4.0,180.0,1296.0,0.0,12786.66898
5358,SUV,Basic,Offer2,Employed,Single,Bachelor,2.0,109.0,243.467617,90607.0,30718.8124
5359,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,1.0,80.0,255.999709,50989.0,3184.355246
5360,Two-Door Car,Extended,Offer3,Unemployed,Single,High School or Below,6.0,76.0,784.611446,0.0,5775.517825
5361,Two-Door Car,Extended,Offer1,Employed,Married,College,2.0,90.0,360.269404,24195.0,10793.75704
5362,Luxury SUV,Basic,Offer1,Employed,Single,College,1.0,199.0,436.695385,31456.0,7607.983712
5363,SUV,Basic,Offer2,Employed,Single,Bachelor,3.0,110.0,556.097027,22454.0,8439.615236
5365,SUV,Premium,Offer4,Employed,Married,High School or Below,2.0,142.0,92.286763,69497.0,16973.74021
5366,SUV,Basic,Offer3,Employed,Single,Bachelor,2.0,118.0,118.538444,68956.0,13432.00289
5367,Two-Door Car,Extended,Offer3,Employed,Married,High School or Below,3.0,86.0,720.601429,22250.0,6793.77405
5368,Four-Door Car,Extended,Offer1,Unemployed,Single,College,3.0,81.0,388.8,0.0,4759.664624
5371,Luxury Car,Premium,Offer2,Employed,Married,College,1.0,284.0,1979.444237,29505.0,11250.09857
5373,Two-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,2.0,62.0,129.999138,50165.0,7340.496505
5374,Two-Door Car,Basic,Offer2,Employed,Married,Bachelor,1.0,66.0,456.473115,28519.0,2606.208503
5375,Four-Door Car,Basic,Offer3,Unemployed,Married,Bachelor,1.0,67.0,399.0564,0.0,2436.397813
5376,Four-Door Car,Basic,Offer2,Unemployed,Married,College,3.0,64.0,360.110955,0.0,4787.472973
5377,Sports Car,Basic,Offer3,Medical Leave,Married,High School or Below,1.0,107.0,72.771554,24732.0,4122.964632
5378,Sports Car,Extended,Offer1,Employed,Married,Bachelor,2.0,129.0,441.138769,69161.0,15487.44072
5379,SUV,Premium,Offer1,Employed,Divorced,College,2.0,164.0,41.05291,70503.0,19393.21145
5380,Four-Door Car,Extended,Offer1,Employed,Divorced,College,2.0,91.0,436.8,68025.0,10892.90825
5382,Four-Door Car,Basic,Offer4,Employed,Divorced,Doctor,3.0,66.0,186.387874,82601.0,5308.291752
5383,Four-Door Car,Extended,Offer3,Unemployed,Married,High School or Below,9.0,86.0,39.730199,0.0,6217.258012
5384,Four-Door Car,Basic,Offer3,Unemployed,Married,College,9.0,62.0,271.164139,0.0,4529.112791
5385,SUV,Extended,Offer1,Unemployed,Single,College,2.0,133.0,638.4,0.0,36897.79765
5386,SUV,Basic,Offer1,Employed,Married,Master,2.0,107.0,513.6,62448.0,12913.49818
5387,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,7.0,96.0,173.80879,47778.0,7606.70898
5388,Sports Car,Extended,Offer1,Employed,Married,Bachelor,6.0,131.0,277.448968,67134.0,10339.59799
5389,Four-Door Car,Extended,Offer3,Employed,Single,Bachelor,1.0,99.0,240.24432,41341.0,3834.735196
5390,SUV,Premium,Offer1,Employed,Married,Bachelor,4.0,155.0,388.148089,36328.0,12282.84085
5391,Four-Door Car,Basic,Offer2,Unemployed,Single,College,1.0,62.0,699.521401,0.0,2221.364314
5392,SUV,Basic,Offer1,Employed,Married,College,1.0,104.0,445.29049,32114.0,4128.091334
5393,Four-Door Car,Basic,Offer1,Employed,Divorced,High School or Below,2.0,69.0,331.2,49851.0,8334.317162
5394,SUV,Extended,Offer4,Employed,Married,College,1.0,132.0,277.351026,32116.0,5320.614976
5395,Two-Door Car,Basic,Offer1,Employed,Married,Bachelor,2.0,70.0,336.0,64692.0,8435.176463
5396,Two-Door Car,Extended,Offer2,Employed,Divorced,High School or Below,1.0,94.0,354.081091,82189.0,3748.99343
5397,Four-Door Car,Basic,Offer2,Disabled,Married,Bachelor,1.0,61.0,439.2,17870.0,2392.10789
5398,Four-Door Car,Basic,Offer1,Unemployed,Single,College,5.0,67.0,321.6,0.0,4879.713235
5399,Sports Car,Premium,Offer4,Employed,Married,College,1.0,159.0,466.436375,30110.0,6262.663307
5400,Two-Door Car,Basic,Offer2,Employed,Single,High School or Below,1.0,69.0,270.381385,92157.0,2734.514945
5401,Two-Door Car,Basic,Offer3,Disabled,Single,College,2.0,70.0,336.0,20545.0,7271.43404
5402,Four-Door Car,Premium,Offer1,Disabled,Single,Bachelor,9.0,113.0,813.6,23506.0,8564.772996
5403,Two-Door Car,Basic,Offer2,Employed,Married,College,9.0,61.0,236.907007,45515.0,4786.889347
5404,Four-Door Car,Extended,Offer1,Employed,Married,Bachelor,2.0,92.0,441.6,37056.0,11029.92619
5405,Two-Door Car,Extended,Offer4,Unemployed,Married,High School or Below,1.0,92.0,611.844584,0.0,3398.007367
5406,Four-Door Car,Basic,Offer2,Employed,Single,Master,1.0,63.0,46.278027,60546.0,2505.42043
5407,Four-Door Car,Premium,Offer1,Unemployed,Married,College,2.0,119.0,729.595208,0.0,13352.56134
5408,Four-Door Car,Basic,Offer2,Employed,Single,High School or Below,1.0,68.0,394.248334,50719.0,2688.878609
5409,SUV,Premium,Offer1,Employed,Married,College,3.0,190.0,912.0,32961.0,15014.0927
5410,Sports Car,Basic,Offer1,Employed,Single,High School or Below,1.0,119.0,571.2,29875.0,4542.405346
5411,SUV,Extended,Offer1,Unemployed,Single,College,2.0,133.0,1386.870718,0.0,14641.51818
5412,Four-Door Car,Basic,Offer2,Unemployed,Single,Bachelor,7.0,62.0,446.4,0.0,4155.946211
5413,Four-Door Car,Basic,Offer4,Employed,Single,College,3.0,70.0,230.912999,55483.0,5447.835272
5415,Sports Car,Extended,Offer4,Employed,Married,High School or Below,2.0,129.0,619.2,31267.0,40636.66734
5416,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,2.0,82.0,343.121192,68189.0,26180.80528
5417,Four-Door Car,Basic,Offer4,Employed,Single,Doctor,2.0,71.0,131.808343,66776.0,16796.33604
5418,Four-Door Car,Basic,Offer2,Employed,Single,High School or Below,9.0,68.0,449.819671,26173.0,5116.624022
5419,SUV,Extended,Offer1,Employed,Divorced,Bachelor,1.0,122.0,223.028356,46143.0,4794.931261
5420,SUV,Extended,Offer1,Employed,Divorced,College,9.0,131.0,306.983596,68309.0,10357.51422
5421,Four-Door Car,Basic,Offer1,Employed,Single,Bachelor,2.0,65.0,245.661376,44667.0,7583.141211
5422,SUV,Basic,Offer1,Disabled,Single,College,3.0,113.0,675.569113,12180.0,8428.471635
5423,SUV,Extended,Offer1,Employed,Married,Bachelor,1.0,136.0,652.8,57452.0,5414.897604
5424,SUV,Extended,Offer1,Employed,Married,High School or Below,7.0,133.0,107.645982,74835.0,10760.17612
5425,SUV,Basic,Offer4,Employed,Married,College,1.0,112.0,38.403843,37697.0,4413.285858
5426,SUV,Basic,Offer1,Unemployed,Single,High School or Below,7.0,112.0,806.4,0.0,8071.65295
5427,SUV,Premium,Offer1,Medical Leave,Divorced,College,1.0,185.0,888.0,24417.0,7142.54905
5428,SUV,Basic,Offer1,Unemployed,Divorced,College,1.0,104.0,499.2,0.0,3451.10244
5429,Four-Door Car,Basic,Offer1,Unemployed,Married,Bachelor,8.0,66.0,469.6093,0.0,4903.810606
5430,Sports Car,Extended,Offer1,Employed,Divorced,College,3.0,131.0,628.8,39719.0,10213.56338
5433,Sports Car,Basic,Offer2,Employed,Married,College,2.0,118.0,566.4,58988.0,14140.55885
5434,Four-Door Car,Basic,Offer4,Unemployed,Married,Doctor,7.0,69.0,331.2,0.0,5220.280968
5435,Four-Door Car,Extended,Offer1,Employed,Married,College,3.0,94.0,79.615631,98701.0,7610.840476
5436,Four-Door Car,Basic,Offer2,Employed,Married,College,3.0,72.0,389.185006,97541.0,5802.065978
5437,Two-Door Car,Premium,Offer1,Unemployed,Married,Bachelor,1.0,107.0,1261.943541,0.0,3798.32165
5440,Four-Door Car,Basic,Offer1,Medical Leave,Married,College,1.0,67.0,333.138214,19637.0,2521.161048
5441,Luxury Car,Premium,Offer1,Employed,Married,College,1.0,297.0,1767.348807,32435.0,11701.06985
